Company Name,Address,City,State,Zip,County,Phone Number,Fax Number,Company Contact,Contact Title,Employees,Revenue,Industry,SIC Code,SIC Code Description,Website
Connecticut Software,50 Hills Point Rd,Trumbull,CT,06611-1738,Fairfield,Not in Sample,Not in Sample,Lawrence Gross,President,3,1129440,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.ctsw.com
Ring's End Lumber,181 West Ave,Darien,CT,06820-4312,Fairfield,Not in Sample,Not in Sample,Doug Campbell,CEO,530,0,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5211,Lumber And Other Building Materials,www.ringsend.com
Cryogenic Consulting Svc,115 Kettle Creek Rd,Weston,CT,06883-2241,Fairfield,Not in Sample,Not in Sample,Joseph T Bernstein,President,2,325480,"Engineering, Management, Accounting, Research and Related Industries (Services)",8711,Engineering Services,www.cryogenic-consulting.com
Immanuel Lutheran Church,32 West St,Danbury,CT,06810-7842,Fairfield,Not in Sample,Not in Sample,Daniel Wehmeier,Religious Leader,5,0,Membership Organizations (Organizations),8661,Religious Organizations,www.immanuellutheranchurchandschool.org
Taulman Construction Co Inc,378 Boston Post Rd,Orange,CT,06477-3523,New Haven,Not in Sample,Not in Sample,John Raccuia,President,13,3469200,Building Construction - Operative Builders and General Contractors (Construction),1521,Single-Family Housing Construction,www.taulmanconstruction.com
GE Asset Management Inc,3003 Summer St,Stamford,CT,06905-4331,Fairfield,Not in Sample,Not in Sample,John H Myers,CEO,390,0,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6211,Security Brokers And Dealers,www.geam.com
A Child's Place,90 Hillspoint Rd,Westport,CT,06880-5111,Fairfield,Not in Sample,Not in Sample,Sandy Seres,Executive Director,29,920700,Social Services (Services),8351,Child Day Care Services,www.a-childs-place.org
JUPITERMEDIA Corp,23 Old Kings Hwy S,Darien,CT,06820-4541,Fairfield,Not in Sample,Not in Sample,Alan M Meckler,CEO,270,46051180,Business Services (Services),7375,Information Retrieval Services,www.jupitermedia.com
Lincare,72 Grays Bridge Rd # E,Brookfield,CT,06804-2632,Fairfield,Not in Sample,Not in Sample,,,14,8880300,Wholesale Trade - Durable Goods (Products),5047,Medical And Hospital Equipment,www.lincare.com
Voltarc,400 Captain Neville Dr,Waterbury,CT,06705-3811,New Haven,Not in Sample,Not in Sample,Vinnie Mehta,CEO,280,29290000,"Watches and Clocks, Measurement, Analyzer and Control Instruments, and Photo and Medical Goods (Products)",3841,Surgical And Medical Instruments,www.voltarc.com
Alzheimer's Association,2911 Dixwell Ave # 205,Hamden,CT,06518-3130,New Haven,Not in Sample,Not in Sample,Carole Levitt,President,2,0,Membership Organizations (Organizations),8611,Business Associations,www.alzct.org
Martinez Couch & Assoc LLC,98 S Turnpike Rd,Wallingford,CT,06492-4340,New Haven,Not in Sample,Not in Sample,Richard Couch,Owner,15,1952880,"Engineering, Management, Accounting, Research and Related Industries (Services)",8711,Engineering Services,www.martinezcouch.com
Optima Group Inc,2150 Post Rd # 5,Fairfield,CT,06824-5669,Fairfield,Not in Sample,Not in Sample,Kenneth Hoffman,Owner,26,4027300,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.optimagroupinc.com
Publishers Graphics Inc,231 Judd Rd,Easton,CT,06612-1025,Fairfield,Not in Sample,Not in Sample,Paige Gillies,Owner,1,158400,Business Services (Services),7336,Commercial Art And Graphic Design,www.publishersgraphics.com
Pirri International Hair Co,181 Greenwich Ave,Greenwich,CT,06830-6515,Fairfield,Not in Sample,Not in Sample,Pieiro Pirri,Owner,6,270270,Personal Services (Services),7231,Beauty Shops,www.pirrihairgroup.com
Leggette Brashears & Graham,126 Monroe Tpke # 6,Trumbull,CT,06611-6301,Fairfield,Not in Sample,Not in Sample,Russell G Slayback,Owner,45,6835080,"Engineering, Management, Accounting, Research and Related Industries (Services)",8711,Engineering Services,www.lbgweb.com
Us Security Assoc,55 Middletown Ave,North Haven,CT,06473-3926,New Haven,Not in Sample,Not in Sample,James Phifer,Manager,180,5510000,Business Services (Services),7381,Detective And Armored Car Services,www.greatguards.com
Hilton-Vanderhorn Architects,31 E Elm St,Greenwich,CT,06830-6546,Fairfield,Not in Sample,Not in Sample,Douglas Vanderhorn,Partner,14,1710830,"Engineering, Management, Accounting, Research and Related Industries (Services)",8712,Architectural Services,www.hilton-vanderhorn.com
Alcone Marketing Group,320 Post Rd E,Westport,CT,06880-3619,Fairfield,Not in Sample,Not in Sample,Bill Hahn,President,95,16150000,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.alconemarketing.com
Sundown Saloon,403 Greenwich Ave,Greenwich,CT,06830-6586,Fairfield,Not in Sample,Not in Sample,Teresa Bracchitta,Owner,54,2080000,Eating and Drinking Establishments (Food),5812,Eating Places,www.sundownsaloon.com
Fuel Media Group,23 S Main St,Norwalk,CT,06854-2946,Fairfield,Not in Sample,Not in Sample,,,10,1379040,Business Services (Services),7373,Computer Integrated Systems Design,www.visualmarketinganalysis.com
Line Manufacturing Inc,7 Town Line Rd,Wolcott,CT,06716-2625,New Haven,Not in Sample,Not in Sample,Bruce Garthwait,President,22,11154900,Wholesale Trade - Durable Goods (Products),5085,Industrial Supplies,www.linemanufacturing.com
Metropool,1 Landmark Sq # 820,Stamford,CT,06901-2672,Fairfield,Not in Sample,Not in Sample,,,13,1102500,"Suburban, Local Transit and Interurban Highway Passenger Transport (Transportation)",4131,Intercity And Rural Bus Transportation,www.metropool.com
Riverrun At Millpond,1565 Middletown Ave,Northford,CT,06472-1066,New Haven,Not in Sample,Not in Sample,Samuel P Caldwell,Owner,30,1305600,Eating and Drinking Establishments (Food),5812,Eating Places,www.riverrunrestaurant.com
Innovative Internet Marketing,900 Northrop Rd # F,Wallingford,CT,06492-1900,New Haven,Not in Sample,Not in Sample,Steve Rinaldi,Owner,17,2472480,Business Services (Services),7374,Data Processing And Preparation,www.iims.net
Newbury Village LLC,246 Federal Rd # D25,Brookfield,CT,06804-2650,Fairfield,Not in Sample,Not in Sample,Martin W Handshy,Owner,3,729240,Building Construction - Operative Builders and General Contractors (Construction),1521,Single-Family Housing Construction,www.newburyvillage.com
Bond-Bilt Garages Inc,563 S Main St,Wallingford,CT,06492-5148,New Haven,Not in Sample,Not in Sample,Kenneth Kaye,Owner,8,1244600,Fabricated Metal Products other than Transport and Machinery Equipment (Equipment),3448,Prefabricated Metal Buildings And Components,www.bond-biltgarages.com
Berlitz Language Ctr,125 Main St # 340,Westport,CT,06880-3303,Fairfield,Not in Sample,Not in Sample,Guillermo Gonzalez,Administrator,19,0,Educational Services (Services),8299,"Schools And Educational Services, Nec",www.berlitz.com
Bob's Discount Furniture,515 Boston Post Rd,Orange,CT,06477-3509,New Haven,Not in Sample,Not in Sample,Greg Litzie,Manager,41,8080000,"Furnishing, Equipment and Home Furniture Stores (Stores)",5712,Furniture Stores,www.mybobs.com
Complete Telecoms Solutions,561 Nod Hill Rd,Wilton,CT,06897-1302,Fairfield,Not in Sample,Not in Sample,Donald Noonan,Owner,3,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.ctelecom.com
Leadsafe Environmental,29 Bank St # 1,Stamford,CT,06901-3007,Fairfield,Not in Sample,Not in Sample,Robert Weitz,Manager,13,1502880,Construction - Special Trade Contractors (Construction),1799,"Special Trade Contractors, Nec",www.leadsafeinc.com
Katzenberg KAFE,22 Main St,Westport,CT,06880-3401,Fairfield,Not in Sample,Not in Sample,Bruce Katz,Owner,6,1149500,Food Stores (Food),5499,Miscellaneous Food Stores,www.katzenberg.com
Lactation Services Of Stamford,236 Stamford Ave,Stamford,CT,06902-8233,Fairfield,Not in Sample,Not in Sample,Lorna Aliperti,Manager,1,83640,Health Services (Services),8049,Offices Of Health Practitioner,www.lactationservices.com
Rainmaker Thinking Inc,125 Lawrence St,New Haven,CT,06511-2543,New Haven,Not in Sample,Not in Sample,Jeff Coombs,Manager,2,326400,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.breachoffaith.com
Greenwich Library,101 W Putnam Ave,Greenwich,CT,06830-5387,Fairfield,Not in Sample,Not in Sample,Mario Gonzalez,Manager,0,0,Educational Services (Services),8231,Libraries,www.greenwichlibrary.org
L F Powers Co,40 S 5th St,Waterbury,CT,06708-4202,New Haven,Not in Sample,Not in Sample,Lee Powers,President,29,87204000,Wholesale Trade - Non-Durable Goods (Products),5172,"Petroleum Product Wholesalers,Except Bulk Stations/Terminals",www.lfpowers.com
MARCSULLIVANPHOTOGRAPHY.COM,130 Lenox Ave,Stamford,CT,06906-2321,Fairfield,Not in Sample,Not in Sample,Marc Sullivan,Owner,1,125760,Business Services (Services),7335,Commercial Photography,www.marcsullivanphotography.com
Gillette Auto Body Co,4 Middletown Ave,New Haven,CT,06513-4837,New Haven,Not in Sample,Not in Sample,Ralph Gogliettion,Owner,8,1395550,"Automotive Services, Parking and Repair (Automotive)",7532,Top And Body Repair And Paint Shops,www.gilletteautobody.com
M J Losito Electrical Contrs,98 Wooster St,Bethel,CT,06801-1829,Fairfield,Not in Sample,Not in Sample,Michael Losito,Owner,53,6726720,Construction - Special Trade Contractors (Construction),1731,Electrical Work,www.lositoelectriccos.com
Brookside Import Specialties,550 E Main St,Branford,CT,06405-2948,New Haven,Not in Sample,Not in Sample,Stephen Gay,Owner,5,6475840,Wholesale Trade - Durable Goods (Products),5099,"Durable Goods, Nec",www.p21s.com
Bunac USA,88 Main St S # A101,Southbury,CT,06488-2276,New Haven,Not in Sample,Not in Sample,James A Buck,President,12,2295000,"Engineering, Management, Accounting, Research and Related Industries (Services)",8748,"Business Consulting, Nec",www.bunac.org
Alliance Food Management Corp,1172 N Main St,Waterbury,CT,06704-3114,New Haven,Not in Sample,Not in Sample,Roger Malagutti,Owner,16,2272050,Miscellaneous Retail (Stores),5962,Merchandising Machine Operators,www.vendorsequipment.com
Cyclone Home Systems Inc,230 Pepes Farm Rd,Milford,CT,06460-8611,New Haven,Not in Sample,Not in Sample,Robert Mariano,Owner,5,2055240,Wholesale Trade - Durable Goods (Products),5087,Service Establishment Equipment,www.uniqueproducts-ct.com
Aston Martin,275 W Putnam Ave,Greenwich,CT,06830-5204,Fairfield,Not in Sample,Not in Sample,Michael Parchment,Manager,12,6599400,Gasoline Service Stations and Automotive Dealers (Automotive),5511,New And Used Car Dealers,www.millermotorcars.com
St Thomas More Happiness,374 Middlesex Rd,Darien,CT,06820-2598,Fairfield,Not in Sample,Not in Sample,Loretto Leary,Executive Director,16,469650,Social Services (Services),8351,Child Day Care Services,www.stthomasmore.com
Miller-Stephenson Chemical Co,55 Backus Ave,Danbury,CT,06810-7378,Fairfield,Not in Sample,Not in Sample,Mourad Fahmi,Plant Mgr,98,35868000,Allied and Chemical Products (Products),2899,"Chemical Preparations, Nec",www.millerstephenson.com
CUNO Inc,400 Research Pkwy,Meriden,CT,06450-7161,New Haven,Not in Sample,Not in Sample,Mark G Kachur,CEO,2290,358643220,Commercial and Industrial Machinery and Computer Equipment (Equipment),3569,"General Industrial Machinery, Nec",www.cuno.com
Nature's Way Health Foods,922 Barnum Avenue Cutoff,Stratford,CT,06614-5028,Fairfield,Not in Sample,Not in Sample,Dolores Gray,Owner,38,3965500,Food Stores (Food),5499,Miscellaneous Food Stores,www.natureswayhealthfoods.com
Atlas Hosting,25 Business Park Dr,Branford,CT,06405-2932,New Haven,Not in Sample,Not in Sample,Dave Armenia,President,9,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.atlashosting.com
Absolute Standards Inc,44 Rossotto Dr,Hamden,CT,06514-1335,New Haven,Not in Sample,Not in Sample,Jack Criscio,President,10,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.absolutest.com
Gibbs College,10 Norden Pl,Norwalk,CT,06855-1452,Fairfield,Not in Sample,Not in Sample,Lorren West,President,87,0,Educational Services (Services),8221,Colleges And Universities,www.gibbsnorwalk.com
Transpro Inc,100 Gando Dr,New Haven,CT,06513-1049,New Haven,Not in Sample,Not in Sample,Charles E Johnson,CEO,1470,219555840,Transportation Equipment (Equipment),3714,Motor Vehicle Parts And Accessories,www.godan.com
Goodman Insurance Inc,215 Bridgeport Ave,Shelton,CT,06484-3253,Fairfield,Not in Sample,Not in Sample,,,4,540960,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.goodmanins.com
Sacred Heart Catholic Church,46 Stone St,Danbury,CT,06810-8036,Fairfield,Not in Sample,Not in Sample,Gerald Waterman,Religious Leader,5,0,Membership Organizations (Organizations),8661,Religious Organizations,www.sacredhrtchurch.org
Friends & Co,11 Boston Post Rd,Madison,CT,06443-2131,New Haven,Not in Sample,Not in Sample,Dick Evarts,Owner,39,1584000,Eating and Drinking Establishments (Food),5812,Eating Places,www.friends-company.com
D'Andrea's Gun Case,1420 Barnum Ave,Stratford,CT,06614-5403,Fairfield,Not in Sample,Not in Sample,Frank D'Andrea,Owner,1,153920,Miscellaneous Retail (Stores),5941,Sporting Goods And Bicycle Shops,www.dandreasguncase.com
Outlook Soft Corp,100 Prospect St # 2,Stamford,CT,06901-1696,Fairfield,Not in Sample,Not in Sample,Craig Schiff,Owner,36,13900800,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.outlooksoft.com
Florio Building & Remodeling,63 N Branford Rd # 4,Branford,CT,06405-2848,New Haven,Not in Sample,Not in Sample,Michael Florio,Owner,5,2233800,Building Construction - Operative Builders and General Contractors (Construction),1542,"Nonresidential Construction, Nec",www.floriobuilding.com
Connecticut Computer Group,4 Research Dr # 402,Shelton,CT,06484-6212,Fairfield,Not in Sample,Not in Sample,Dave Richards,Manager,3,479220,Business Services (Services),7378,Computer Maintenance And Repair,www.ctcgrp.com
Norbert E Mitchell Co Inc,7 Federal Rd,Danbury,CT,06810-6195,Fairfield,Not in Sample,Not in Sample,,,2,6573840,Wholesale Trade - Non-Durable Goods (Products),5172,"Petroleum Product Wholesalers,Except Bulk Stations/Terminals",www.nemitchell.com
Pacific Sunwear,5065 Main St # 160,Trumbull,CT,06611-4202,Fairfield,Not in Sample,Not in Sample,Rosie Roman,Manager,9,1346400,Apparel and Accessory Stores (Stores),5699,Miscellaneous Apparel And Accessory Stores,www.pacsun.com
Severn Trent Labs,128 Long Hill Cross Rd,Shelton,CT,06484-6125,Fairfield,Not in Sample,Not in Sample,Peter Frick,Manager,38,3998400,"Engineering, Management, Accounting, Research and Related Industries (Services)",8734,Testing Laboratories,www.stl-inc.com
Danbury Powersports,37 Lake Avenue Ext,Danbury,CT,06811-5247,Fairfield,Not in Sample,Not in Sample,Frank R Chamberlain,Owner,6,2595040,Gasoline Service Stations and Automotive Dealers (Automotive),5571,Motorcycle Dealers,www.danburypowersports.com
Madison Racquet & Swim Club,36 Scotland Rd,Madison,CT,06443-3358,New Haven,Not in Sample,Not in Sample,Bob Dunlop,Owner,2,161280,Amusement and Recreation Services (Services),7999,"Amusement And Recreation, Nec",www.madracket.com
Total Marine-Norwalk Inc Svc,160 Water St,Norwalk,CT,06854-3739,Fairfield,Not in Sample,Not in Sample,Tom Caruso,Owner,7,3220400,Gasoline Service Stations and Automotive Dealers (Automotive),5551,Boat Dealers,www.totalmarine.com
Modern Plumbing Supply Inc,1761 Post Rd,Fairfield,CT,06824-5715,Fairfield,Not in Sample,Not in Sample,,,2,510840,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5211,Lumber And Other Building Materials,www.modern.com
Sibco Enterprises Inc,87 Wedgemere Rd,Stamford,CT,06905-1518,Fairfield,Not in Sample,Not in Sample,S J Buccheri,President,3,2775360,Wholesale Trade - Durable Goods (Products),5099,"Durable Goods, Nec",www.sibco-inc.com
Delia's,7 Backus Ave # G8,Danbury,CT,06810-7422,Fairfield,Not in Sample,Not in Sample,Kelly O' Neill,Manager,11,2145600,Apparel and Accessory Stores (Stores),5651,Family Clothing Stores,www.delias.com
Sobon & Assoc LLC,615 W Johnson Ave # 202,Cheshire,CT,06410-4532,New Haven,Not in Sample,Not in Sample,Sharon Sobon,Owner,2,270680,Real Estate (Housing),6531,Real Estate Agents And Managers,www.sobon.net
Burroughs Community Ctr,2470 Fairfield Ave,Bridgeport,CT,06605-2647,Fairfield,Not in Sample,Not in Sample,Kevin Simmons,Executive Director,9,1413720,Real Estate (Housing),6513,Apartment Building Operators,www.burroughscommunitycenter.org
Il Falco Ristorante,59 Broad St,Stamford,CT,06901-2135,Fairfield,Not in Sample,Not in Sample,Vincoceno Cordaro,Owner,16,499200,Eating and Drinking Establishments (Food),5812,Eating Places,www.ilfalco.com
Alberti Realty Assoc,369 Oxford Rd,Oxford,CT,06478-1657,New Haven,Not in Sample,Not in Sample,Bill Alberti,Owner,16,2572800,Real Estate (Housing),6531,Real Estate Agents And Managers,www.albertirealty.com
St Bridget's Church,175 Main St,Cheshire,CT,06410-2446,New Haven,Not in Sample,Not in Sample,James Gunnoud,Religious Leader,3,0,Membership Organizations (Organizations),8661,Religious Organizations,www.stbridgetcheshire.org
Noresco LLC,350 Fairfield Ave # 4,Bridgeport,CT,06604-6014,Fairfield,Not in Sample,Not in Sample,Neil Petchers,Sr VP,14,3831300,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5211,Lumber And Other Building Materials,www.noresco.com
